sku,_attribute_set,_type,_category,_root_category,_product_websites,banda,color,country_of_manufacture,description,enable_googlecheckout,has_options,manufacturer,modelo,msrp_display_actual_price_type,msrp_enabled,name,options_container,price,reffornecedor,required_options,short_description,status,tamanho,tax_class_id,visibility,weight,qty,min_qty,use_config_min_qty,is_qty_decimal,backorders,use_config_backorders,min_sale_qty,use_config_min_sale_qty,max_sale_qty,use_config_max_sale_qty,is_in_stock,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,stock_status_changed_auto,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,_media_position,_media_is_disabled
CMBLG00077,Camisas,simple,"Camisas femininas","Default Category",base,AC/DC,,Brasil,"Camisa Baby LookAcdc Angus",0,0,139,"Baby Look","Utilizar configuração","Utilizar configuração","Camisa Baby LookAcdc Angus","Bloco depois da Coluna de Informação",20,139,0,"Camisa Baby LookAcdc Angus",1,G,0,4,250,16,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0
CMCMP00216,Camisas,simple,"Camisas masculinas","Default Category",base,AC/DC,,Brasil,"Camisa com mangaAcdc Angus",0,0,139,"com manga","Utilizar configuração","Utilizar configuração","Camisa com mangaAcdc Angus","Bloco depois da Coluna de Informação",25,139,0,"Camisa com mangaAcdc Angus",1,P,0,4,250,6,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0
CMCMM00288,Camisas,simple,"Camisas masculinas","Default Category",base,AC/DC,,Brasil,"Camisa com mangaAcdc Angus",0,0,139,"com manga","Utilizar configuração","Utilizar configuração","Camisa com mangaAcdc Angus","Bloco depois da Coluna de Informação",25,139,0,"Camisa com mangaAcdc Angus",1,M,0,4,250,4,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0
CMCMG00290,Camisas,simple,"Camisas masculinas","Default Category",base,AC/DC,,Brasil,"Camisa com mangaAcdc Angus",0,0,139,"com manga","Utilizar configuração","Utilizar configuração","Camisa com mangaAcdc Angus","Bloco depois da Coluna de Informação",25,139,0,"Camisa com mangaAcdc Angus",1,G,0,4,250,5,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0
CMCMGG00212,Camisas,simple,"Camisas masculinas","Default Category",base,AC/DC,,Brasil,"Camisa com mangaAcdc Angus",0,0,139,"com manga","Utilizar configuração","Utilizar configuração","Camisa com mangaAcdc Angus","Bloco depois da Coluna de Informação",25,139,0,"Camisa com mangaAcdc Angus",1,GG,0,4,250,7,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0
CMBLG00014,Camisas,simple,"Camisas femininas","Default Category",base,AC/DC,,Brasil,"Camisa Baby LookAcdc Back In Black",0,0,10,"Baby Look","Utilizar configuração","Utilizar configuração","Camisa Baby LookAcdc Back In Black","Bloco depois da Coluna de Informação",20,10,0,"Camisa Baby LookAcdc Back In Black",1,G,0,4,250,5,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0
CMBLGG00004,Camisas,simple,"Camisas femininas","Default Category",base,AC/DC,,Brasil,"Camisa Baby LookAcdc Back In Black",0,0,10,"Baby Look","Utilizar configuração","Utilizar configuração","Camisa Baby LookAcdc Back In Black","Bloco depois da Coluna de Informação",20,10,0,"Camisa Baby LookAcdc Back In Black",1,GG,0,4,250,5,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0
CMCMPP00008,Camisas,simple,"Camisas masculinas","Default Category",base,AC/DC,,Brasil,"Camisa com mangaAcdc Back In Black",0,0,10,"com manga","Utilizar configuração","Utilizar configuração","Camisa com mangaAcdc Back In Black","Bloco depois da Coluna de Informação",25,10,0,"Camisa com mangaAcdc Back In Black",1,PP,0,4,250,9,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0
CMCMP00228,Camisas,simple,"Camisas masculinas","Default Category",base,AC/DC,,Brasil,"Camisa com mangaAcdc Back In Black",0,0,10,"com manga","Utilizar configuração","Utilizar configuração","Camisa com mangaAcdc Back In Black","Bloco depois da Coluna de Informação",25,10,0,"Camisa com mangaAcdc Back In Black",1,P,0,4,250,2,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0
CMCMM00308,Camisas,simple,"Camisas masculinas","Default Category",base,AC/DC,,Brasil,"Camisa com mangaAcdc Back In Black",0,0,10,"com manga","Utilizar configuração","Utilizar configuração","Camisa com mangaAcdc Back In Black","Bloco depois da Coluna de Informação",25,10,0,"Camisa com mangaAcdc Back In Black",1,M,0,4,250,1,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0
CMCMG00311,Camisas,simple,"Camisas masculinas","Default Category",base,AC/DC,,Brasil,"Camisa com mangaAcdc Back In Black",0,0,10,"com manga","Utilizar configuração","Utilizar configuração","Camisa com mangaAcdc Back In Black","Bloco depois da Coluna de Informação",25,10,0,"Camisa com mangaAcdc Back In Black",1,G,0,4,250,6,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0
CMCMGG00231,Camisas,simple,"Camisas masculinas","Default Category",base,AC/DC,,Brasil,"Camisa com mangaAcdc Back In Black",0,0,10,"com manga","Utilizar configuração","Utilizar configuração","Camisa com mangaAcdc Back In Black","Bloco depois da Coluna de Informação",25,10,0,"Camisa com mangaAcdc Back In Black",1,GG,0,4,250,13,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0
CMCMGG00113,Camisas,simple,"Camisas masculinas","Default Category",base,AC/DC,,Brasil,"Camisa com mangaAcdc Black",0,0,13,"com manga","Utilizar configuração","Utilizar configuração","Camisa com mangaAcdc Black","Bloco depois da Coluna de Informação",25,13,0,"Camisa com mangaAcdc Black",1,GG,0,4,250,0,0,1,0,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0
CMBLG00005,Camisas,simple,"Camisas femininas","Default Category",base,AC/DC,,Brasil,"Camisa Baby LookAcdc Black Ice",0,0,13,"Baby Look","Utilizar configuração","Utilizar configuração","Camisa Baby LookAcdc Black Ice","Bloco depois da Coluna de Informação",20,13,0,"Camisa Baby LookAcdc Black Ice",1,G,0,4,250,6,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0
CMCMP00177,Camisas,simple,"Camisas masculinas","Default Category",base,AC/DC,,Brasil,"Camisa com mangaAcdc Black Ice",0,0,13,"com manga","Utilizar configuração","Utilizar configuração","Camisa com mangaAcdc Black Ice","Bloco depois da Coluna de Informação",25,13,0,"Camisa com mangaAcdc Black Ice",1,P,0,4,250,9,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0
CMCMM00173,Camisas,simple,"Camisas masculinas","Default Category",base,AC/DC,,Brasil,"Camisa com mangaAcdc Black Ice",0,0,13,"com manga","Utilizar configuração","Utilizar configuração","Camisa com mangaAcdc Black Ice","Bloco depois da Coluna de Informação",25,13,0,"Camisa com mangaAcdc Black Ice",1,M,0,4,250,1,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0
CMCMG00171,Camisas,simple,"Camisas masculinas","Default Category",base,AC/DC,,Brasil,"Camisa com mangaAcdc Black Ice",0,0,13,"com manga","Utilizar configuração","Utilizar configuração","Camisa com mangaAcdc Black Ice","Bloco depois da Coluna de Informação",25,13,0,"Camisa com mangaAcdc Black Ice",1,G,0,4,250,11,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0
CMBLG00047,Camisas,simple,"Camisas femininas","Default Category",base,AC/DC,,Brasil,"Camisa Baby LookAcdc Canhao Branca",0,0,15,"Baby Look","Utilizar configuração","Utilizar configuração","Camisa Baby LookAcdc Canhao Branca","Bloco depois da Coluna de Informação",20,15,0,"Camisa Baby LookAcdc Canhao Branca",1,G,0,4,250,-8,0,1,0,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0
CMCMP00179,Camisas,simple,"Camisas masculinas","Default Category",base,AC/DC,,Brasil,"Camisa com mangaAcdc Canhao Branca",0,0,15,"com manga","Utilizar configuração","Utilizar configuração","Camisa com mangaAcdc Canhao Branca","Bloco depois da Coluna de Informação",25,15,0,"Camisa com mangaAcdc Canhao Branca",1,P,0,4,250,11,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0
CMCMM00175,Camisas,simple,"Camisas masculinas","Default Category",base,AC/DC,,Brasil,"Camisa com mangaAcdc Canhao Branca",0,0,15,"com manga","Utilizar configuração","Utilizar configuração","Camisa com mangaAcdc Canhao Branca","Bloco depois da Coluna de Informação",25,15,0,"Camisa com mangaAcdc Canhao Branca",1,M,0,4,250,13,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0
CMCMG00173,Camisas,simple,"Camisas masculinas","Default Category",base,AC/DC,,Brasil,"Camisa com mangaAcdc Canhao Branca",0,0,15,"com manga","Utilizar configuração","Utilizar configuração","Camisa com mangaAcdc Canhao Branca","Bloco depois da Coluna de Informação",25,15,0,"Camisa com mangaAcdc Canhao Branca",1,G,0,4,250,6,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0
CMCMGG00114,Camisas,simple,"Camisas masculinas","Default Category",base,AC/DC,,Brasil,"Camisa com mangaAcdc Canhao Branca",0,0,15,"com manga","Utilizar configuração","Utilizar configuração","Camisa com mangaAcdc Canhao Branca","Bloco depois da Coluna de Informação",25,15,0,"Camisa com mangaAcdc Canhao Branca",1,GG,0,4,250,16,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0
CMCMP00193,Camisas,simple,"Camisas masculinas","Default Category",base,AC/DC,,Brasil,"Camisa com mangaAcdc Hells Bells",0,0,296,"com manga","Utilizar configuração","Utilizar configuração","Camisa com mangaAcdc Hells Bells","Bloco depois da Coluna de Informação",25,296,0,"Camisa com mangaAcdc Hells Bells",1,P,0,4,250,5,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0
CMCMM00224,Camisas,simple,"Camisas masculinas","Default Category",base,AC/DC,,Brasil,"Camisa com mangaAcdc Hells Bells",0,0,296,"com manga","Utilizar configuração","Utilizar configuração","Camisa com mangaAcdc Hells Bells","Bloco depois da Coluna de Informação",25,296,0,"Camisa com mangaAcdc Hells Bells",1,M,0,4,250,15,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0
CMCMG00225,Camisas,simple,"Camisas masculinas","Default Category",base,AC/DC,,Brasil,"Camisa com mangaAcdc Hells Bells",0,0,296,"com manga","Utilizar configuração","Utilizar configuração","Camisa com mangaAcdc Hells Bells","Bloco depois da Coluna de Informação",25,296,0,"Camisa com mangaAcdc Hells Bells",1,G,0,4,250,0,0,1,0,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0
CMCMGG00159,Camisas,simple,"Camisas masculinas","Default Category",base,AC/DC,,Brasil,"Camisa com mangaAcdc Hells Bells",0,0,296,"com manga","Utilizar configuração","Utilizar configuração","Camisa com mangaAcdc Hells Bells","Bloco depois da Coluna de Informação",25,296,0,"Camisa com mangaAcdc Hells Bells",1,GG,0,4,250,5,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0
CMCMXGG00006,Camisas,simple,"Camisas masculinas","Default Category",base,AC/DC,,Brasil,"Camisa com mangaAcdc Hells Bells",0,0,296,"com manga","Utilizar configuração","Utilizar configuração","Camisa com mangaAcdc Hells Bells","Bloco depois da Coluna de Informação",25,296,0,"Camisa com mangaAcdc Hells Bells",1,XGG,0,4,250,7,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0
CMCMP00197,Camisas,simple,"Camisas masculinas","Default Category",base,AC/DC,,Brasil,"Camisa com mangaAcdc Highway",0,0,353,"com manga","Utilizar configuração","Utilizar configuração","Camisa com mangaAcdc Highway","Bloco depois da Coluna de Informação",25,353,0,"Camisa com mangaAcdc Highway",1,P,0,4,250,0,0,1,0,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0
CMCMM00240,Camisas,simple,"Camisas masculinas","Default Category",base,AC/DC,,Brasil,"Camisa com mangaAcdc Highway",0,0,353,"com manga","Utilizar configuração","Utilizar configuração","Camisa com mangaAcdc Highway","Bloco depois da Coluna de Informação",25,353,0,"Camisa com mangaAcdc Highway",1,M,0,4,250,0,0,1,0,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0
CMCMG00242,Camisas,simple,"Camisas masculinas","Default Category",base,AC/DC,,Brasil,"Camisa com mangaAcdc Highway",0,0,353,"com manga","Utilizar configuração","Utilizar configuração","Camisa com mangaAcdc Highway","Bloco depois da Coluna de Informação",25,353,0,"Camisa com mangaAcdc Highway",1,G,0,4,250,-3,0,1,0,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0
CMCMG00241,Camisas,simple,"Camisas masculinas","Default Category",base,AC/DC,,Brasil,"Camisa com mangaAcdc Highway",0,0,353,"com manga","Utilizar configuração","Utilizar configuração","Camisa com mangaAcdc Highway","Bloco depois da Coluna de Informação",25,353,0,"Camisa com mangaAcdc Highway",1,G,0,4,250,0,0,1,0,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0
CMCMGG00175,Camisas,simple,"Camisas masculinas","Default Category",base,AC/DC,,Brasil,"Camisa com mangaAcdc Highway",0,0,353,"com manga","Utilizar configuração","Utilizar configuração","Camisa com mangaAcdc Highway","Bloco depois da Coluna de Informação",25,353,0,"Camisa com mangaAcdc Highway",1,GG,0,4,250,0,0,1,0,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0
CMCMM00226,Camisas,simple,"Camisas masculinas","Default Category",base,"Alice in Chains",,Brasil,"Camisa com mangaAlice Cachorro",0,0,305,"com manga","Utilizar configuração","Utilizar configuração","Camisa com mangaAlice Cachorro","Bloco depois da Coluna de Informação",25,305,0,"Camisa com mangaAlice Cachorro",1,M,0,4,250,14,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0
CMCMG00227,Camisas,simple,"Camisas masculinas","Default Category",base,"Alice in Chains",,Brasil,"Camisa com mangaAlice Cachorro",0,0,305,"com manga","Utilizar configuração","Utilizar configuração","Camisa com mangaAlice Cachorro","Bloco depois da Coluna de Informação",25,305,0,"Camisa com mangaAlice Cachorro",1,G,0,4,250,20,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0
CMCMGG00161,Camisas,simple,"Camisas masculinas","Default Category",base,"Alice in Chains",,Brasil,"Camisa com mangaAlice Cachorro",0,0,305,"com manga","Utilizar configuração","Utilizar configuração","Camisa com mangaAlice Cachorro","Bloco depois da Coluna de Informação",25,305,0,"Camisa com mangaAlice Cachorro",1,GG,0,4,250,18,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0
CMCMP00130,Camisas,simple,"Camisas masculinas","Default Category",base,"Alice in Chains",,Brasil,"Camisa com mangaAlice In Chains Caveira Colorida",0,0,768,"com manga","Utilizar configuração","Utilizar configuração","Camisa com mangaAlice In Chains Caveira Colorida","Bloco depois da Coluna de Informação",25,768,0,"Camisa com mangaAlice In Chains Caveira Colorida",1,P,0,4,250,10,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0
CMCMM00128,Camisas,simple,"Camisas masculinas","Default Category",base,"Alice in Chains",,Brasil,"Camisa com mangaAlice In Chains Caveira Colorida",0,0,768,"com manga","Utilizar configuração","Utilizar configuração","Camisa com mangaAlice In Chains Caveira Colorida","Bloco depois da Coluna de Informação",25,768,0,"Camisa com mangaAlice In Chains Caveira Colorida",1,M,0,4,250,3,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0
CMCMG00125,Camisas,simple,"Camisas masculinas","Default Category",base,"Alice in Chains",,Brasil,"Camisa com mangaAlice In Chains Caveira Colorida",0,0,768,"com manga","Utilizar configuração","Utilizar configuração","Camisa com mangaAlice In Chains Caveira Colorida","Bloco depois da Coluna de Informação",25,768,0,"Camisa com mangaAlice In Chains Caveira Colorida",1,G,0,4,250,5,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0
CMCMGG00072,Camisas,simple,"Camisas masculinas","Default Category",base,"Alice in Chains",,Brasil,"Camisa com mangaAlice In Chains Caveira Colorida",0,0,768,"com manga","Utilizar configuração","Utilizar configuração","Camisa com mangaAlice In Chains Caveira Colorida","Bloco depois da Coluna de Informação",25,768,0,"Camisa com mangaAlice In Chains Caveira Colorida",1,GG,0,4,250,0,0,1,0,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0
CMCMP00131,Camisas,simple,"Camisas masculinas","Default Category",base,"Alice in Chains",,Brasil,"Camisa com mangaAlice In Chains Caveira P/b",0,0,769,"com manga","Utilizar configuração","Utilizar configuração","Camisa com mangaAlice In Chains Caveira P/b","Bloco depois da Coluna de Informação",25,769,0,"Camisa com mangaAlice In Chains Caveira P/b",1,P,0,4,250,0,0,1,0,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0
CMCMM00129,Camisas,simple,"Camisas masculinas","Default Category",base,"Alice in Chains",,Brasil,"Camisa com mangaAlice In Chains Caveira P/b",0,0,769,"com manga","Utilizar configuração","Utilizar configuração","Camisa com mangaAlice In Chains Caveira P/b","Bloco depois da Coluna de Informação",25,769,0,"Camisa com mangaAlice In Chains Caveira P/b",1,M,0,4,250,0,0,1,0,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0
CMCMG00126,Camisas,simple,"Camisas masculinas","Default Category",base,"Alice in Chains",,Brasil,"Camisa com mangaAlice In Chains Caveira P/b",0,0,769,"com manga","Utilizar configuração","Utilizar configuração","Camisa com mangaAlice In Chains Caveira P/b","Bloco depois da Coluna de Informação",25,769,0,"Camisa com mangaAlice In Chains Caveira P/b",1,G,0,4,250,0,0,1,0,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0
CMCMGG00073,Camisas,simple,"Camisas masculinas","Default Category",base,"Alice in Chains",,Brasil,"Camisa com mangaAlice In Chains Caveira P/b",0,0,769,"com manga","Utilizar configuração","Utilizar configuração","Camisa com mangaAlice In Chains Caveira P/b","Bloco depois da Coluna de Informação",25,769,0,"Camisa com mangaAlice In Chains Caveira P/b",1,GG,0,4,250,0,0,1,0,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0
CMCMP00100,Camisas,simple,"Camisas masculinas","Default Category",base,"Alice in Chains",,Brasil,"Camisa com mangaAlice In Chains Sol",0,0,584,"com manga","Utilizar configuração","Utilizar configuração","Camisa com mangaAlice In Chains Sol","Bloco depois da Coluna de Informação",25,584,0,"Camisa com mangaAlice In Chains Sol",1,P,0,4,250,0,0,1,0,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0
CMCMM00099,Camisas,simple,"Camisas masculinas","Default Category",base,"Alice in Chains",,Brasil,"Camisa com mangaAlice In Chains Sol",0,0,584,"com manga","Utilizar configuração","Utilizar configuração","Camisa com mangaAlice In Chains Sol","Bloco depois da Coluna de Informação",25,584,0,"Camisa com mangaAlice In Chains Sol",1,M,0,4,250,5,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0
CMCMG00097,Camisas,simple,"Camisas masculinas","Default Category",base,"Alice in Chains",,Brasil,"Camisa com mangaAlice In Chains Sol",0,0,584,"com manga","Utilizar configuração","Utilizar configuração","Camisa com mangaAlice In Chains Sol","Bloco depois da Coluna de Informação",25,584,0,"Camisa com mangaAlice In Chains Sol",1,G,0,4,250,3,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0
CMCMP00140,Camisas,simple,"Camisas masculinas","Default Category",base,"Alice in Chains",,Brasil,"Camisa com mangaAlice Sol",0,0,584,"com manga","Utilizar configuração","Utilizar configuração","Camisa com mangaAlice Sol","Bloco depois da Coluna de Informação",25,584,0,"Camisa com mangaAlice Sol",1,P,0,4,250,-3,0,1,0,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0
CMCMM00218,Camisas,simple,"Camisas masculinas","Default Category",base,"Amon Amarth",,Brasil,"Camisa com mangaAmon Amarth Cinza",0,0,274,"com manga","Utilizar configuração","Utilizar configuração","Camisa com mangaAmon Amarth Cinza","Bloco depois da Coluna de Informação",25,274,0,"Camisa com mangaAmon Amarth Cinza",1,M,0,4,250,7,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0
CMCMG00219,Camisas,simple,"Camisas masculinas","Default Category",base,"Amon Amarth",,Brasil,"Camisa com mangaAmon Amarth Cinza",0,0,274,"com manga","Utilizar configuração","Utilizar configuração","Camisa com mangaAmon Amarth Cinza","Bloco depois da Coluna de Informação",25,274,0,"Camisa com mangaAmon Amarth Cinza",1,G,0,4,250,8,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0
CMCMGG00153,Camisas,simple,"Camisas masculinas","Default Category",base,"Amon Amarth",,Brasil,"Camisa com mangaAmon Amarth Cinza",0,0,274,"com manga","Utilizar configuração","Utilizar configuração","Camisa com mangaAmon Amarth Cinza","Bloco depois da Coluna de Informação",25,274,0,"Camisa com mangaAmon Amarth Cinza",1,GG,0,4,250,8,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0
CMCMM00208,Camisas,simple,"Camisas masculinas","Default Category",base,"Amon Amarth",,Brasil,"Camisa com mangaAmon Amarth Martelo",0,0,167,"com manga","Utilizar configuração","Utilizar configuração","Camisa com mangaAmon Amarth Martelo","Bloco depois da Coluna de Informação",25,167,0,"Camisa com mangaAmon Amarth Martelo",1,M,0,4,250,12,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0
CMCMG00209,Camisas,simple,"Camisas masculinas","Default Category",base,"Amon Amarth",,Brasil,"Camisa com mangaAmon Amarth Martelo",0,0,167,"com manga","Utilizar configuração","Utilizar configuração","Camisa com mangaAmon Amarth Martelo","Bloco depois da Coluna de Informação",25,167,0,"Camisa com mangaAmon Amarth Martelo",1,G,0,4,250,7,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0
CMCMGG00143,Camisas,simple,"Camisas masculinas","Default Category",base,"Amon Amarth",,Brasil,"Camisa com mangaAmon Amarth Martelo",0,0,167,"com manga","Utilizar configuração","Utilizar configuração","Camisa com mangaAmon Amarth Martelo","Bloco depois da Coluna de Informação",25,167,0,"Camisa com mangaAmon Amarth Martelo",1,GG,0,4,250,7,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0
CMCMM00343,Camisas,simple,"Camisas masculinas","Default Category",base,"Amon Amarth",,Brasil,"Camisa com mangaAmon Amarth Versus",0,0,56,"com manga","Utilizar configuração","Utilizar configuração","Camisa com mangaAmon Amarth Versus","Bloco depois da Coluna de Informação",25,56,0,"Camisa com mangaAmon Amarth Versus",1,M,0,4,250,7,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0
CMCMG00351,Camisas,simple,"Camisas masculinas","Default Category",base,"Amon Amarth",,Brasil,"Camisa com mangaAmon Amarth Versus",0,0,56,"com manga","Utilizar configuração","Utilizar configuração","Camisa com mangaAmon Amarth Versus","Bloco depois da Coluna de Informação",25,56,0,"Camisa com mangaAmon Amarth Versus",1,G,0,4,250,9,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0
CMCMGG00270,Camisas,simple,"Camisas masculinas","Default Category",base,"Amon Amarth",,Brasil,"Camisa com mangaAmon Amarth Versus",0,0,56,"com manga","Utilizar configuração","Utilizar configuração","Camisa com mangaAmon Amarth Versus","Bloco depois da Coluna de Informação",25,56,0,"Camisa com mangaAmon Amarth Versus",1,GG,0,4,250,4,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0
CMCMP00165,Camisas,simple,"Camisas masculinas","Default Category",base,"Amy Winehouse",,Brasil,"Camisa com mangaAmy Caveira",0,0,269,"com manga","Utilizar configuração","Utilizar configuração","Camisa com mangaAmy Caveira","Bloco depois da Coluna de Informação",25,269,0,"Camisa com mangaAmy Caveira",1,P,0,4,250,12,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0
CMCMM00162,Camisas,simple,"Camisas masculinas","Default Category",base,"Amy Winehouse",,Brasil,"Camisa com mangaAmy Caveira",0,0,269,"com manga","Utilizar configuração","Utilizar configuração","Camisa com mangaAmy Caveira","Bloco depois da Coluna de Informação",25,269,0,"Camisa com mangaAmy Caveira",1,M,0,4,250,9,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0
CMCMG00159,Camisas,simple,"Camisas masculinas","Default Category",base,"Amy Winehouse",,Brasil,"Camisa com mangaAmy Caveira",0,0,269,"com manga","Utilizar configuração","Utilizar configuração","Camisa com mangaAmy Caveira","Bloco depois da Coluna de Informação",25,269,0,"Camisa com mangaAmy Caveira",1,G,0,4,250,9,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0
CMCMGG00102,Camisas,simple,"Camisas masculinas","Default Category",base,"Amy Winehouse",,Brasil,"Camisa com mangaAmy Caveira",0,0,269,"com manga","Utilizar configuração","Utilizar configuração","Camisa com mangaAmy Caveira","Bloco depois da Coluna de Informação",25,269,0,"Camisa com mangaAmy Caveira",1,GG,0,4,250,8,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0
CMCMGG00078,Camisas,simple,"Camisas masculinas","Default Category",base,Angra,,Brasil,"Camisa com mangaAngra",0,0,333,"com manga","Utilizar configuração","Utilizar configuração","Camisa com mangaAngra","Bloco depois da Coluna de Informação",25,333,0,"Camisa com mangaAngra",1,GG,0,4,250,6,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0
CMCMP00054,Camisas,simple,"Camisas masculinas","Default Category",base,Angra,,Brasil,"Camisa com mangaAngra Anjo",0,0,333,"com manga","Utilizar configuração","Utilizar configuração","Camisa com mangaAngra Anjo","Bloco depois da Coluna de Informação",25,333,0,"Camisa com mangaAngra Anjo",1,P,0,4,250,0,0,1,0,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0
CMCMM00054,Camisas,simple,"Camisas masculinas","Default Category",base,Angra,,Brasil,"Camisa com mangaAngra Anjo",0,0,333,"com manga","Utilizar configuração","Utilizar configuração","Camisa com mangaAngra Anjo","Bloco depois da Coluna de Informação",25,333,0,"Camisa com mangaAngra Anjo",1,M,0,4,250,0,0,1,0,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0
CMCMG00054,Camisas,simple,"Camisas masculinas","Default Category",base,Angra,,Brasil,"Camisa com mangaAngra Anjo",0,0,333,"com manga","Utilizar configuração","Utilizar configuração","Camisa com mangaAngra Anjo","Bloco depois da Coluna de Informação",25,333,0,"Camisa com mangaAngra Anjo",1,G,0,4,250,0,0,1,0,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0
CMCMM00266,Camisas,simple,"Camisas masculinas","Default Category",base,Angra,,Brasil,"Camisa com mangaAngra Temple",0,0,56,"com manga","Utilizar configuração","Utilizar configuração","Camisa com mangaAngra Temple","Bloco depois da Coluna de Informação",25,56,0,"Camisa com mangaAngra Temple",1,M,0,4,250,5,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0
