sku,_attribute_set,_type,_category,_root_category,_product_websites,banda,color,country_of_manufacture,description,enable_googlecheckout,has_options,manufacturer,modelo,msrp_display_actual_price_type,msrp_enabled,name,options_container,price,reffornecedor,required_options,short_description,status,tamanho,tax_class_id,visibility,weight,qty,min_qty,use_config_min_qty,is_qty_decimal,backorders,use_config_backorders,min_sale_qty,use_config_min_sale_qty,max_sale_qty,use_config_max_sale_qty,is_in_stock,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,stock_status_changed_auto,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,_media_position,_media_is_disabled
CMCMXGG00007,Camisas,simple,"Camisas masculinas","Default Category",base,"Black Sabbath",,Brasil,"Camisa com mangaBlack Sabbath Heaven",0,0,341,"com manga","Utilizar configuração","Utilizar configuração","Camisa com mangaBlack Sabbath Heaven","Bloco depois da Coluna de Informação",25,341,0,"Camisa com mangaBlack Sabbath Heaven",1,XGG,0,4,250,0,0,1,0,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0
CMBLG00057,Camisas,simple,"Camisas femininas","Default Category",base,"Black Sabbath",,Brasil,"Camisa Baby LookBlack Sabbath Heaven And Hell",0,0,341,"Baby Look","Utilizar configuração","Utilizar configuração","Camisa Baby LookBlack Sabbath Heaven And Hell","Bloco depois da Coluna de Informação",20,341,0,"Camisa Baby LookBlack Sabbath Heaven And Hell",1,G,0,4,250,-2,0,1,0,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0
CMCMM00210,Camisas,simple,"Camisas masculinas","Default Category",base,"Black Sabbath",,Brasil,"Camisa com mangaBlack Sabbath Mob Rules",0,0,188,"com manga","Utilizar configuração","Utilizar configuração","Camisa com mangaBlack Sabbath Mob Rules","Bloco depois da Coluna de Informação",25,188,0,"Camisa com mangaBlack Sabbath Mob Rules",1,M,0,4,250,9,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0
CMCMG00211,Camisas,simple,"Camisas masculinas","Default Category",base,"Black Sabbath",,Brasil,"Camisa com mangaBlack Sabbath Mob Rules",0,0,188,"com manga","Utilizar configuração","Utilizar configuração","Camisa com mangaBlack Sabbath Mob Rules","Bloco depois da Coluna de Informação",25,188,0,"Camisa com mangaBlack Sabbath Mob Rules",1,G,0,4,250,2,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0
CMCMGG00145,Camisas,simple,"Camisas masculinas","Default Category",base,"Black Sabbath",,Brasil,"Camisa com mangaBlack Sabbath Mob Rules",0,0,188,"com manga","Utilizar configuração","Utilizar configuração","Camisa com mangaBlack Sabbath Mob Rules","Bloco depois da Coluna de Informação",25,188,0,"Camisa com mangaBlack Sabbath Mob Rules",1,GG,0,4,250,8,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0
CMCMM00059,Camisas,simple,"Camisas masculinas","Default Category",base,"Black Sabbath",,Brasil,"Camisa com mangaBlack Sabbath Roxa",0,0,346,"com manga","Utilizar configuração","Utilizar configuração","Camisa com mangaBlack Sabbath Roxa","Bloco depois da Coluna de Informação",25,346,0,"Camisa com mangaBlack Sabbath Roxa",1,M,0,4,250,4,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0
CMCMG00059,Camisas,simple,"Camisas masculinas","Default Category",base,"Black Sabbath",,Brasil,"Camisa com mangaBlack Sabbath Roxa",0,0,346,"com manga","Utilizar configuração","Utilizar configuração","Camisa com mangaBlack Sabbath Roxa","Bloco depois da Coluna de Informação",25,346,0,"Camisa com mangaBlack Sabbath Roxa",1,G,0,4,250,0,0,1,0,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0
CMCMGG00039,Camisas,simple,"Camisas masculinas","Default Category",base,"Black Sabbath",,Brasil,"Camisa com mangaBlack Sabbath Roxa",0,0,346,"com manga","Utilizar configuração","Utilizar configuração","Camisa com mangaBlack Sabbath Roxa","Bloco depois da Coluna de Informação",25,346,0,"Camisa com mangaBlack Sabbath Roxa",1,GG,0,4,250,0,0,1,0,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0
CMCMP00059,Camisas,simple,"Camisas masculinas","Default Category",base,"Black Sabbath",,Brasil,"Camisa com mangaBlack Sabbath Roxo",0,0,346,"com manga","Utilizar configuração","Utilizar configuração","Camisa com mangaBlack Sabbath Roxo","Bloco depois da Coluna de Informação",25,346,0,"Camisa com mangaBlack Sabbath Roxo",1,P,0,4,250,1,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0
CMBLG00056,Camisas,simple,"Camisas femininas","Default Category",base,"Black Sabbath",,Brasil,"Camisa Baby LookBlack Sabbath Us Tour",0,0,78,"Baby Look","Utilizar configuração","Utilizar configuração","Camisa Baby LookBlack Sabbath Us Tour","Bloco depois da Coluna de Informação",20,78,0,"Camisa Baby LookBlack Sabbath Us Tour",1,G,0,4,250,0,0,1,0,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0
CMCMM00334,Camisas,simple,"Camisas masculinas","Default Category",base,"Black Sabbath",,Brasil,"Camisa com mangaBlack Sabbath Us Tour",0,0,78,"com manga","Utilizar configuração","Utilizar configuração","Camisa com mangaBlack Sabbath Us Tour","Bloco depois da Coluna de Informação",25,78,0,"Camisa com mangaBlack Sabbath Us Tour",1,M,0,4,250,2,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0
CMCMG00337,Camisas,simple,"Camisas masculinas","Default Category",base,"Black Sabbath",,Brasil,"Camisa com mangaBlack Sabbath Us Tour",0,0,78,"com manga","Utilizar configuração","Utilizar configuração","Camisa com mangaBlack Sabbath Us Tour","Bloco depois da Coluna de Informação",25,78,0,"Camisa com mangaBlack Sabbath Us Tour",1,G,0,4,250,0,0,1,0,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0
CMBLG00052,Camisas,simple,"Camisas femininas","Default Category",base,"Black Sabbath",,Brasil,"Camisa Baby LookBlack Sabbath Vol 4",0,0,64,"Baby Look","Utilizar configuração","Utilizar configuração","Camisa Baby LookBlack Sabbath Vol 4","Bloco depois da Coluna de Informação",20,64,0,"Camisa Baby LookBlack Sabbath Vol 4",1,G,0,4,250,9,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0
CMCMP00029,Camisas,simple,"Camisas masculinas","Default Category",base,"Black Sabbath",,Brasil,"Camisa com mangaBlack Sabbath Vol 4",0,0,128,"com manga","Utilizar configuração","Utilizar configuração","Camisa com mangaBlack Sabbath Vol 4","Bloco depois da Coluna de Informação",25,128,0,"Camisa com mangaBlack Sabbath Vol 4",1,P,0,4,250,0,0,1,0,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0
CMCMM00028,Camisas,simple,"Camisas masculinas","Default Category",base,"Black Sabbath",,Brasil,"Camisa com mangaBlack Sabbath Vol 4",0,0,128,"com manga","Utilizar configuração","Utilizar configuração","Camisa com mangaBlack Sabbath Vol 4","Bloco depois da Coluna de Informação",25,128,0,"Camisa com mangaBlack Sabbath Vol 4",1,M,0,4,250,0,0,1,0,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0
CMCMG00029,Camisas,simple,"Camisas masculinas","Default Category",base,"Black Sabbath",,Brasil,"Camisa com mangaBlack Sabbath Vol 4",0,0,128,"com manga","Utilizar configuração","Utilizar configuração","Camisa com mangaBlack Sabbath Vol 4","Bloco depois da Coluna de Informação",25,128,0,"Camisa com mangaBlack Sabbath Vol 4",1,G,0,4,250,-2,0,1,0,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0
CMCMGG00049,Camisas,simple,"Camisas masculinas","Default Category",base,"Black Sabbath",,Brasil,"Camisa com mangaBlack Sabbath Vol 4",0,0,128,"com manga","Utilizar configuração","Utilizar configuração","Camisa com mangaBlack Sabbath Vol 4","Bloco depois da Coluna de Informação",25,128,0,"Camisa com mangaBlack Sabbath Vol 4",1,GG,0,4,250,0,0,1,0,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0
CMCMGG00023,Camisas,simple,"Camisas masculinas","Default Category",base,"Black Sabbath",,Brasil,"Camisa com mangaBlack Sabbath Vol 4",0,0,,"com manga","Utilizar configuração","Utilizar configuração","Camisa com mangaBlack Sabbath Vol 4","Bloco depois da Coluna de Informação",25,,0,"Camisa com mangaBlack Sabbath Vol 4",1,GG,0,4,250,2,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0
CMCMP00287,Camisas,simple,"Camisas masculinas","Default Category",base,Bleach,,Brasil,"Camisa com mangaBleach Branca Virus",0,0,133,"com manga","Utilizar configuração","Utilizar configuração","Camisa com mangaBleach Branca Virus","Bloco depois da Coluna de Informação",25,133,0,"Camisa com mangaBleach Branca Virus",1,P,0,4,250,5,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0
CMCMM00348,Camisas,simple,"Camisas masculinas","Default Category",base,Bleach,,Brasil,"Camisa com mangaBleach Branca Virus",0,0,133,"com manga","Utilizar configuração","Utilizar configuração","Camisa com mangaBleach Branca Virus","Bloco depois da Coluna de Informação",25,133,0,"Camisa com mangaBleach Branca Virus",1,M,0,4,250,7,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0
CMCMG00355,Camisas,simple,"Camisas masculinas","Default Category",base,Bleach,,Brasil,"Camisa com mangaBleach Branca Virus",0,0,133,"com manga","Utilizar configuração","Utilizar configuração","Camisa com mangaBleach Branca Virus","Bloco depois da Coluna de Informação",25,133,0,"Camisa com mangaBleach Branca Virus",1,G,0,4,250,5,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0
CMCMGG00274,Camisas,simple,"Camisas masculinas","Default Category",base,Bleach,,Brasil,"Camisa com mangaBleach Branca Virus",0,0,133,"com manga","Utilizar configuração","Utilizar configuração","Camisa com mangaBleach Branca Virus","Bloco depois da Coluna de Informação",25,133,0,"Camisa com mangaBleach Branca Virus",1,GG,0,4,250,2,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0
CMCMP00294,Camisas,simple,"Camisas masculinas","Default Category",base,Bleach,,Brasil,"Camisa com mangaBleach Preta Hcd",0,0,295,"com manga","Utilizar configuração","Utilizar configuração","Camisa com mangaBleach Preta Hcd","Bloco depois da Coluna de Informação",25,295,0,"Camisa com mangaBleach Preta Hcd",1,P,0,4,250,9,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0
CMCMM00355,Camisas,simple,"Camisas masculinas","Default Category",base,Bleach,,Brasil,"Camisa com mangaBleach Preta Hcd",0,0,295,"com manga","Utilizar configuração","Utilizar configuração","Camisa com mangaBleach Preta Hcd","Bloco depois da Coluna de Informação",25,295,0,"Camisa com mangaBleach Preta Hcd",1,M,0,4,250,11,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0
CMCMG00363,Camisas,simple,"Camisas masculinas","Default Category",base,Bleach,,Brasil,"Camisa com mangaBleach Preta Hcd",0,0,295,"com manga","Utilizar configuração","Utilizar configuração","Camisa com mangaBleach Preta Hcd","Bloco depois da Coluna de Informação",25,295,0,"Camisa com mangaBleach Preta Hcd",1,G,0,4,250,8,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0
CMCMGG00280,Camisas,simple,"Camisas masculinas","Default Category",base,Bleach,,Brasil,"Camisa com mangaBleach Preta Hcd",0,0,295,"com manga","Utilizar configuração","Utilizar configuração","Camisa com mangaBleach Preta Hcd","Bloco depois da Coluna de Informação",25,295,0,"Camisa com mangaBleach Preta Hcd",1,GG,0,4,250,12,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0
CMCMM00199,Camisas,simple,"Camisas masculinas","Default Category",base,"Blind Guardian",,Brasil,"Camisa com mangaBlind Guardian",0,0,107,"com manga","Utilizar configuração","Utilizar configuração","Camisa com mangaBlind Guardian","Bloco depois da Coluna de Informação",25,107,0,"Camisa com mangaBlind Guardian",1,M,0,4,250,10,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0
CMCMG00197,Camisas,simple,"Camisas masculinas","Default Category",base,"Blind Guardian",,Brasil,"Camisa com mangaBlind Guardian",0,0,107,"com manga","Utilizar configuração","Utilizar configuração","Camisa com mangaBlind Guardian","Bloco depois da Coluna de Informação",25,107,0,"Camisa com mangaBlind Guardian",1,G,0,4,250,8,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0
CMCMGG00249,Camisas,simple,"Camisas masculinas","Default Category",base,"Blind Guardian",,Brasil,"Camisa com mangaBlind Guardian",0,0,,"com manga","Utilizar configuração","Utilizar configuração","Camisa com mangaBlind Guardian","Bloco depois da Coluna de Informação",25,,0,"Camisa com mangaBlind Guardian",1,GG,0,4,250,10,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0
CMCMP00137,Camisas,simple,"Camisas masculinas","Default Category",base,"Bon Jovi",,Brasil,"Camisa com mangaBon Jovi Logo",0,0,779,"com manga","Utilizar configuração","Utilizar configuração","Camisa com mangaBon Jovi Logo","Bloco depois da Coluna de Informação",25,779,0,"Camisa com mangaBon Jovi Logo",1,P,0,4,250,0,0,1,0,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0
CMCMM00135,Camisas,simple,"Camisas masculinas","Default Category",base,"Bon Jovi",,Brasil,"Camisa com mangaBon Jovi Logo",0,0,779,"com manga","Utilizar configuração","Utilizar configuração","Camisa com mangaBon Jovi Logo","Bloco depois da Coluna de Informação",25,779,0,"Camisa com mangaBon Jovi Logo",1,M,0,4,250,0,0,1,0,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0
CMCMG00133,Camisas,simple,"Camisas masculinas","Default Category",base,"Bon Jovi",,Brasil,"Camisa com mangaBon Jovi Logo",0,0,779,"com manga","Utilizar configuração","Utilizar configuração","Camisa com mangaBon Jovi Logo","Bloco depois da Coluna de Informação",25,779,0,"Camisa com mangaBon Jovi Logo",1,G,0,4,250,0,0,1,0,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0
CMCMGG00076,Camisas,simple,"Camisas masculinas","Default Category",base,"Bon Jovi",,Brasil,"Camisa com mangaBon Jovi Logo",0,0,779,"com manga","Utilizar configuração","Utilizar configuração","Camisa com mangaBon Jovi Logo","Bloco depois da Coluna de Informação",25,779,0,"Camisa com mangaBon Jovi Logo",1,GG,0,4,250,0,0,1,0,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0
CMBLG00022,Camisas,simple,"Camisas femininas","Default Category",base,"Bon Jovi",,Brasil,"Camisa Baby LookBon Jovi Logo Dourado",0,0,306,"Baby Look","Utilizar configuração","Utilizar configuração","Camisa Baby LookBon Jovi Logo Dourado","Bloco depois da Coluna de Informação",20,306,0,"Camisa Baby LookBon Jovi Logo Dourado",1,G,0,4,250,3,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0
CMCMM00216,Camisas,simple,"Camisas masculinas","Default Category",base,Burzum,,Brasil,"Camisa com mangaBurzum Det Som",0,0,249,"com manga","Utilizar configuração","Utilizar configuração","Camisa com mangaBurzum Det Som","Bloco depois da Coluna de Informação",25,249,0,"Camisa com mangaBurzum Det Som",1,M,0,4,250,0,0,1,0,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0
CMCMG00217,Camisas,simple,"Camisas masculinas","Default Category",base,Burzum,,Brasil,"Camisa com mangaBurzum Det Som",0,0,249,"com manga","Utilizar configuração","Utilizar configuração","Camisa com mangaBurzum Det Som","Bloco depois da Coluna de Informação",25,249,0,"Camisa com mangaBurzum Det Som",1,G,0,4,250,5,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0
CMCMGG00151,Camisas,simple,"Camisas masculinas","Default Category",base,Burzum,,Brasil,"Camisa com mangaBurzum Det Som",0,0,249,"com manga","Utilizar configuração","Utilizar configuração","Camisa com mangaBurzum Det Som","Bloco depois da Coluna de Informação",25,249,0,"Camisa com mangaBurzum Det Som",1,GG,0,4,250,7,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0
CMCMM00202,Camisas,simple,"Camisas masculinas","Default Category",base,Burzum,,Brasil,"Camisa com mangaBurzum Filosofen",0,0,8,"com manga","Utilizar configuração","Utilizar configuração","Camisa com mangaBurzum Filosofen","Bloco depois da Coluna de Informação",25,8,0,"Camisa com mangaBurzum Filosofen",1,M,0,4,250,9,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0
CMCMG00200,Camisas,simple,"Camisas masculinas","Default Category",base,Burzum,,Brasil,"Camisa com mangaBurzum Filosofen",0,0,8,"com manga","Utilizar configuração","Utilizar configuração","Camisa com mangaBurzum Filosofen","Bloco depois da Coluna de Informação",25,8,0,"Camisa com mangaBurzum Filosofen",1,G,0,4,250,17,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0
CMCMGG00137,Camisas,simple,"Camisas masculinas","Default Category",base,Burzum,,Brasil,"Camisa com mangaBurzum Filosofen",0,0,8,"com manga","Utilizar configuração","Utilizar configuração","Camisa com mangaBurzum Filosofen","Bloco depois da Coluna de Informação",25,8,0,"Camisa com mangaBurzum Filosofen",1,GG,0,4,250,9,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0
CMCMP00199,Camisas,simple,"Camisas masculinas","Default Category",base,Candeia,,Brasil,"Camisa com mangaCandeia",0,0,S05,"com manga","Utilizar configuração","Utilizar configuração","Camisa com mangaCandeia","Bloco depois da Coluna de Informação",25,S05,0,"Camisa com mangaCandeia",1,P,0,4,250,13,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0
CMCMM00256,Camisas,simple,"Camisas masculinas","Default Category",base,Candeia,,Brasil,"Camisa com mangaCandeia",0,0,S05,"com manga","Utilizar configuração","Utilizar configuração","Camisa com mangaCandeia","Bloco depois da Coluna de Informação",25,S05,0,"Camisa com mangaCandeia",1,M,0,4,250,8,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0
CMCMG00257,Camisas,simple,"Camisas masculinas","Default Category",base,Candeia,,Brasil,"Camisa com mangaCandeia",0,0,S05,"com manga","Utilizar configuração","Utilizar configuração","Camisa com mangaCandeia","Bloco depois da Coluna de Informação",25,S05,0,"Camisa com mangaCandeia",1,G,0,4,250,6,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0
CMCMGG00191,Camisas,simple,"Camisas masculinas","Default Category",base,Candeia,,Brasil,"Camisa com mangaCandeia",0,0,S05,"com manga","Utilizar configuração","Utilizar configuração","Camisa com mangaCandeia","Bloco depois da Coluna de Informação",25,S05,0,"Camisa com mangaCandeia",1,GG,0,4,250,13,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0
CMCMG00221,Camisas,simple,"Camisas masculinas","Default Category",base,"Cannibal Corpse",,Brasil,"Camisa com mangaCannibal Corpse The Wretched",0,0,281,"com manga","Utilizar configuração","Utilizar configuração","Camisa com mangaCannibal Corpse The Wretched","Bloco depois da Coluna de Informação",25,281,0,"Camisa com mangaCannibal Corpse The Wretched",1,G,0,4,250,4,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0
CMCMGG00155,Camisas,simple,"Camisas masculinas","Default Category",base,"Cannibal Corpse",,Brasil,"Camisa com mangaCannibal Corpse The Wretched",0,0,281,"com manga","Utilizar configuração","Utilizar configuração","Camisa com mangaCannibal Corpse The Wretched","Bloco depois da Coluna de Informação",25,281,0,"Camisa com mangaCannibal Corpse The Wretched",1,GG,0,4,250,5,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0
CMCMM00220,Camisas,simple,"Camisas masculinas","Default Category",base,"Cannibal Corpse",,Brasil,"Camisa com mangaCannibal Corpse Wretched",0,0,281,"com manga","Utilizar configuração","Utilizar configuração","Camisa com mangaCannibal Corpse Wretched","Bloco depois da Coluna de Informação",25,281,0,"Camisa com mangaCannibal Corpse Wretched",1,M,0,4,250,4,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0
CMCMG00095,Camisas,simple,"Camisas masculinas","Default Category",base,"Cannibal Corpse",,Brasil,"Camisa com mangaCannibal Corpses",0,0,446,"com manga","Utilizar configuração","Utilizar configuração","Camisa com mangaCannibal Corpses","Bloco depois da Coluna de Informação",25,446,0,"Camisa com mangaCannibal Corpses",1,G,0,4,250,0,0,1,0,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0
CMCMM00098,Camisas,simple,"Camisas masculinas","Default Category",base,"Cannibal Corpse",,Brasil,"Camisa com mangaCannibal Corpses Escrito",0,0,446,"com manga","Utilizar configuração","Utilizar configuração","Camisa com mangaCannibal Corpses Escrito","Bloco depois da Coluna de Informação",25,446,0,"Camisa com mangaCannibal Corpses Escrito",1,M,0,4,250,0,0,1,0,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0
CMCMM00197,Camisas,simple,"Camisas masculinas","Default Category",base,"Cannibal Corpse",,Brasil,"Camisa com mangaCannibal Esviceration",0,0,106,"com manga","Utilizar configuração","Utilizar configuração","Camisa com mangaCannibal Esviceration","Bloco depois da Coluna de Informação",25,106,0,"Camisa com mangaCannibal Esviceration",1,M,0,4,250,4,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0
CMCMG00195,Camisas,simple,"Camisas masculinas","Default Category",base,"Cannibal Corpse",,Brasil,"Camisa com mangaCannibal Esviceration",0,0,106,"com manga","Utilizar configuração","Utilizar configuração","Camisa com mangaCannibal Esviceration","Bloco depois da Coluna de Informação",25,106,0,"Camisa com mangaCannibal Esviceration",1,G,0,4,250,8,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0
CMCMGG00131,Camisas,simple,"Camisas masculinas","Default Category",base,"Cannibal Corpse",,Brasil,"Camisa com mangaCannibal Esviceration",0,0,106,"com manga","Utilizar configuração","Utilizar configuração","Camisa com mangaCannibal Esviceration","Bloco depois da Coluna de Informação",25,106,0,"Camisa com mangaCannibal Esviceration",1,GG,0,4,250,5,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0
CMBLG00023,Camisas,simple,"Camisas femininas","Default Category",base,"Star Wars",,Brasil,"Camisa Baby LookCapacete Stormtrooper",0,0,117,"Baby Look","Utilizar configuração","Utilizar configuração","Camisa Baby LookCapacete Stormtrooper","Bloco depois da Coluna de Informação",20,117,0,"Camisa Baby LookCapacete Stormtrooper",1,G,0,4,250,4,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0
CMCMP00205,Camisas,simple,"Camisas masculinas","Default Category",base,,,Brasil,"Camisa com mangaCarpa",0,0,290,"com manga","Utilizar configuração","Utilizar configuração","Camisa com mangaCarpa","Bloco depois da Coluna de Informação",25,290,0,"Camisa com mangaCarpa",1,P,0,4,250,5,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0
CMCMM00262,Camisas,simple,"Camisas masculinas","Default Category",base,,,Brasil,"Camisa com mangaCarpa",0,0,290,"com manga","Utilizar configuração","Utilizar configuração","Camisa com mangaCarpa","Bloco depois da Coluna de Informação",25,290,0,"Camisa com mangaCarpa",1,M,0,4,250,0,0,1,0,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0
CMCMG00263,Camisas,simple,"Camisas masculinas","Default Category",base,,,Brasil,"Camisa com mangaCarpa",0,0,290,"com manga","Utilizar configuração","Utilizar configuração","Camisa com mangaCarpa","Bloco depois da Coluna de Informação",25,290,0,"Camisa com mangaCarpa",1,G,0,4,250,1,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0
CMCMGG00196,Camisas,simple,"Camisas masculinas","Default Category",base,,,Brasil,"Camisa com mangaCarpa",0,0,290,"com manga","Utilizar configuração","Utilizar configuração","Camisa com mangaCarpa","Bloco depois da Coluna de Informação",25,290,0,"Camisa com mangaCarpa",1,GG,0,4,250,0,0,1,0,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0
CMCMP00152,Camisas,simple,"Camisas masculinas","Default Category",base,Cartola,,Brasil,"Camisa com mangaCartola Cafe",0,0,S03,"com manga","Utilizar configuração","Utilizar configuração","Camisa com mangaCartola Cafe","Bloco depois da Coluna de Informação",25,S03,0,"Camisa com mangaCartola Cafe",1,P,0,4,250,10,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0
CMCMM00154,Camisas,simple,"Camisas masculinas","Default Category",base,Cartola,,Brasil,"Camisa com mangaCartola Cafe",0,0,S03,"com manga","Utilizar configuração","Utilizar configuração","Camisa com mangaCartola Cafe","Bloco depois da Coluna de Informação",25,S03,0,"Camisa com mangaCartola Cafe",1,M,0,4,250,0,0,1,0,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0
CMCMG00148,Camisas,simple,"Camisas masculinas","Default Category",base,Cartola,,Brasil,"Camisa com mangaCartola Cafe",0,0,S03,"com manga","Utilizar configuração","Utilizar configuração","Camisa com mangaCartola Cafe","Bloco depois da Coluna de Informação",25,S03,0,"Camisa com mangaCartola Cafe",1,G,0,4,250,1,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0
CMCMGG00091,Camisas,simple,"Camisas masculinas","Default Category",base,Cartola,,Brasil,"Camisa com mangaCartola Cafe",0,0,S03,"com manga","Utilizar configuração","Utilizar configuração","Camisa com mangaCartola Cafe","Bloco depois da Coluna de Informação",25,S03,0,"Camisa com mangaCartola Cafe",1,GG,0,4,250,4,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0
CMCMP00248,Camisas,simple,"Camisas masculinas","Default Category",base,Cartola,,Brasil,"Camisa com mangaCartola Violao",0,0,"S 07","com manga","Utilizar configuração","Utilizar configuração","Camisa com mangaCartola Violao","Bloco depois da Coluna de Informação",25,"S 07",0,"Camisa com mangaCartola Violao",1,P,0,4,250,11,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0
CMCMM00322,Camisas,simple,"Camisas masculinas","Default Category",base,Cartola,,Brasil,"Camisa com mangaCartola Violao",0,0,"S 07","com manga","Utilizar configuração","Utilizar configuração","Camisa com mangaCartola Violao","Bloco depois da Coluna de Informação",25,"S 07",0,"Camisa com mangaCartola Violao",1,M,0,4,250,7,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0
CMCMG00326,Camisas,simple,"Camisas masculinas","Default Category",base,Cartola,,Brasil,"Camisa com mangaCartola Violao",0,0,"S 07","com manga","Utilizar configuração","Utilizar configuração","Camisa com mangaCartola Violao","Bloco depois da Coluna de Informação",25,"S 07",0,"Camisa com mangaCartola Violao",1,G,0,4,250,7,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0
CMCMGG00246,Camisas,simple,"Camisas masculinas","Default Category",base,Cartola,,Brasil,"Camisa com mangaCartola Violao",0,0,"S 07","com manga","Utilizar configuração","Utilizar configuração","Camisa com mangaCartola Violao","Bloco depois da Coluna de Informação",25,"S 07",0,"Camisa com mangaCartola Violao",1,GG,0,4,250,9,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0
